Name,Department,Rating,Would Take Again,Difficulty Level
Reagan Shelton,History,4.7,N/A,1.3
Heather Robinson,English,3.3,N/A,3.1
Linda Lederman,Communication,2.4,N/A,3
Alan Stewart,Communication,2.2,N/A,3.4
Stacie Lents,Theater,4.0,N/A,3.6
Danielle Gougon,Political Science,4.4,100%,2.9
Mine Subasi,Mathematics,4.8,N/A,1.9
Denniston Bonadie,African Studies,4.3,72%,2.3
Richard Chrisman,Music,4.4,N/A,1.4
Doug Johnson,Music,3.5,0%,3.1
Sonali Barua,English,2.6,N/A,3.5
Mary Gatta,Women's Studies,4.0,N/A,2
Nii Ayi Armah,Economics,2.3,N/A,4
Tatiana Flores,Art History,4.3,N/A,2.3
Orly Moshenberg,Languages,2.9,N/A,3
Ellorashree Maitra,English,2.9,N/A,4
Roberto Pesce,Italian,5.0,N/A,2.3
Alan Herring,English,2.8,N/A,4.1
Maurice Charney,Literature,3.3,N/A,1.6
Mary Marvin,Mathematics,3.6,N/A,2.3
Sarah Ralston,Science,4.5,N/A,2
Richard Lyons,Mathematics,4.5,N/A,3.1
Renee Larrier,French,3.2,N/A,3.1
Maurice Elias,Psychology,4.4,100%,2
Judy Waidlich,Chemistry,2.0,N/A,3.9
Elizabeth Williamson,Sociology,3.1,N/A,3.8
N Hewitt,History,4.5,N/A,2.5
Caroline Rovee-Collier,Psychology,2.8,N/A,3.4
Judy Gerson,Sociology,3.4,25%,2.4
Pat Roos,Sociology,3.6,67%,2.7
Jane Hinch,Chemistry,1.5,29%,4.3
Tomas Sjostrom,Economics,4.1,100%,3
Regina Jennings,Ethnic Studies,5.0,N/A,2
Helen Pike,Communication,2.6,N/A,2.6
Linda Sharkey,Not Specified,4.8,N/A,1
Sean Barry,English,3.0,0%,4
Ezra Nielsen,English,4.2,N/A,3
Gerard Richter,Computer Science,4.1,N/A,3.6
Barbara Madsen,Fine Arts,4.0,N/A,2
Tony Masso,Fine Arts,4.9,N/A,2
Rufus Hallmark,Music,3.5,N/A,3
David Daut,Engineering,4.6,N/A,3.7
Alberto Cuitino,Engineering,3.2,67%,2.9
Gabor Molnar,Languages,4.7,N/A,3
Teresa Politano,Journalism & Media Studies,2.8,60%,2.7
Henry Coleman,Urban Studies,4.2,N/A,3
Amy Cuddy,Psychology,4.7,N/A,1.4
Karen Kalteissen,English,4.6,N/A,3.3
Barbara Balliet,Women's Studies,3.8,N/A,2.5
Kevin Cattrell,English,4.0,N/A,3.5
Edward Arnold,Chemistry,3.8,50%,1.8
Ryan Peene,Political Science,4.6,N/A,2
Deena Levy,Italian,4.6,N/A,2.8
David Howe,Biology,4.4,N/A,1.9
Ariella Rotramel,Women's Studies,4.2,N/A,2.7
Jennifer Dodd,Mathematics,4.1,N/A,2.3
Joan Marter,Art History,3.0,N/A,3.3
Luciane Castilho,Spanish,4.5,100%,1.4
George Carman,Science,3.9,50%,3.4
Susan Schrepfer,History,4.0,N/A,2.3
Meredith Staples,Political Science,2.5,N/A,3.2
Sarasij Majumder,Anthropology,5.0,N/A,1
Sobin Kim,Engineering,2.8,N/A,2.9
Steve Garwood,Information Science,4.6,100%,3
Lawrence Rabiner,Engineering,5.0,N/A,4.3
John Parker,Physical Ed,4.8,N/A,2
Ann Medinets,Accounting,2.8,100%,3.5
Zhanna Bagdasarov,Communication,2.6,N/A,2.2
Angelique Haugerud,Anthropology,3.4,100%,3
Isra Ali,Journalism & Media Studies,4.4,N/A,2.1
G. Derrick Hodge,Anthropology,2.5,N/A,3.5
Daniel Ogilvie,Psychology,3.6,N/A,2.8
Christopher Uchrin,Science,3.9,N/A,2.8
Emma Raub,Writing,4.0,N/A,2.5
David Listokin,Art History,4.5,N/A,2
Jonathan Prince,Social Work,3.2,N/A,3.2
Mark Kligman,Judaic Studies,4.9,N/A,1
Mordechai Schwartz,Judaic Studies,3.8,N/A,1
Mark Harding,History,3.3,N/A,2
Daniele Defeo,Italian,4.9,N/A,2.4
Judith Glass,Writing,1.5,N/A,4.5
Thomas Montville,Food Science,4.3,N/A,2
Anthony Baldino,Philosophy,4.5,100%,2.5
Lisel Owens,Literature,3.8,0%,2.5
David Vicario,Psychology,3.1,N/A,3.9
Sarah Schleifer,Social Work,3.0,N/A,4
Stephen Anderson,Biology,4.9,100%,1.8
Alla Rosenfeld,Art History,4.5,N/A,1.3
Brent Ruben,Communication,2.8,N/A,3.7
Darryl Bott,Music,5.0,100%,3
Bruce Chadwick,English,4.3,N/A,1
Brian Stipelman,Political Science,3.9,N/A,3.5
Marie Radford,Library Science,3.5,100%,2.3
Dena Smith,Sociology,4.0,N/A,2.5
. Bethel,African Studies,3.4,N/A,1.4
Willliam Craelius,Engineering,2.6,N/A,2.8
Jerry Shan,Engineering,4.5,100%,3.3
Tracie Witte,Sociology,5.0,100%,2
Monika Krishan,English,3.9,N/A,2.2
. Mahoney,English,2.5,N/A,3.6
Sherril Schuster,Sociology,1.9,N/A,4.1
Iris Oved,Philosophy,3.7,N/A,2
Paul Gottlieb,Economics,3.6,100%,2.1
Shan Chung-Chieh,Computer Science,4.1,100%,3.8
Nancy Marky,Chemistry,2.8,N/A,3.4
Larry Zamick,Physics,3.3,N/A,3
Lisandra Estevez,Art History,4.0,100%,3.1
Sarah McMahon,Social Work,3.9,N/A,3.1
William Waldman,Social Work,4.8,67%,2.5
Masanori Hara,Engineering,3.3,100%,3.1
Rafaella De Rosa,Philosophy,3.3,100%,4.5
Virginia Cubillan,Languages,2.7,N/A,4
Jennifer Gibbs,Communication,4.2,N/A,3.2
Darryl Ellison,English,3.9,N/A,2.6
Susan. L Golbeck,Education,1.5,N/A,3
Chris Rasmussen,History,4.8,N/A,1.9
Hanan Elsayed,Languages,3.8,N/A,2.2
Stephen Iseid,Chemistry,2.5,N/A,3
Anne Keefe,English,4.8,N/A,2.9
Melanie Holm,English,4.3,N/A,2.9
Tom Rudel,Sociology,3.9,N/A,2.5
Edmund Tavernier,Economics,4.0,100%,2.5
Bahia Munem,Women's Studies,3.3,0%,3.6
Sam Coskey,Mathematics,4.8,N/A,3
Jane Vogel,English,2.5,0%,3.6
KT Rhee,Engineering,2.2,N/A,4.3
Anell Simcoe,Education,3.4,N/A,2
Louise Russell,Economics,3.7,N/A,2.6
Sue Slusky,Physics,1.0,N/A,3
Faruk Pavlovich,Engineering,1.6,N/A,3.6
Setareh Marvasti,Chemistry,3.5,50%,3.3
Laura Curran,Social Work,4.1,0%,2.7
Amit Priyadarshi,Mathematics,3.5,N/A,3
Alan Prince,Linguistics,4.3,N/A,3.5
Beth Klein,Mathematics,4.2,100%,3.2
Patricia Beckford,Education,3.1,N/A,3.2
M Kjelle,English,3.1,N/A,3.5
Mike Finkelstein,Physical Ed,4.8,100%,2.5
Patrick Coleman,Art History,4.0,N/A,2.8
Paul Takhistov,Biotechnology,2.5,0%,2.9
Yook-Kong Yong,Engineering,3.3,50%,2.8
J.K. Lee,Chemistry,5.0,100%,1.8
Fatima Naqvi,Languages,3.8,N/A,3.2
Sarah Blake McHam,Art History,4.1,100%,2.8
Joseph Goffreda,Biology,4.0,100%,2.5
Charles Keeton,Physics,4.7,100%,2.5
T Kempler,Education,4.3,N/A,2.6
Michael Pennella,Business,4.9,N/A,1.6
Joesph Cusick,Chemistry,0.0,N/A,0
Kenia Castellanos,Psychology,3.9,N/A,1.7
Anna Forster,Sociology,2.5,N/A,4.1
Mark C. Vodak,Ecology & Evolutionary Biology,4.5,N/A,4.8
Aram Mekjian,Physics,3.8,N/A,2.8
Anna Mitchell,Political Science,4.6,N/A,2.1
Pedro Jiminez,Criminal Justice,3.9,0%,1.7
Elric Kline,Political Science,4.1,N/A,3.6
Barbara Retzko,Music,4.4,0%,1.6
Eduardo Chama,Music,4.6,N/A,3.6
Andres Fernandez,Economics,3.0,N/A,3.5
Farid Alizadeh,Management Science & Information Systems,2.5,23%,4
Paula Fass,Public Health,3.5,N/A,2.7
John Evans,Dance,5.0,100%,2
Anneliese Boghossian,German,4.9,N/A,1.6
Edward Castner,Chemistry,2.7,N/A,3.3
James Lallo,Chemistry,2.8,N/A,2
Karsten Krogh-Jespersen,Chemistry,4.1,100%,3
Michael Rohr,Philosophy,2.1,N/A,3.2
Rebecca Jordan,Ecology & Evolutionary Biology,4.9,N/A,1.9
Tim Gersch,Psychology,4.8,N/A,2
Nancy Gardener,Nursing,4.7,N/A,1.2
LI Cai,Engineering,3.8,100%,2.2
Daniel Levin,Management,3.1,N/A,3.3
Donald Dow,English,3.0,60%,3.6
Michael Matthewson,Engineering,4.7,N/A,3.8
Paul Undreiner,Music,5.0,N/A,1
Mary Speer,French,4.3,N/A,3.1
Sourabh Singh,Sociology,2.8,75%,2.4
Michael Cole,Information Science,2.5,N/A,3.6
Konstantine Severinov,Biochemistry,2.2,0%,3.9
Alena Singleton,Sociology,3.5,N/A,2.6
Mark Chae,Educational Psychology,1.0,N/A,5
Lynda Dexheimer,Writing,4.6,100%,2.7
John Glascock,Political Science,2.5,N/A,2.8
Florence Quideau,Art History,4.5,N/A,1.8
. Broccoli,Meteorology,3.5,100%,2.8
Robert Woolfolk,Psychology,2.9,23%,2.7
D. Merritt,Social Work,2.8,N/A,3.6
Lisa Schur,Labor Studies,4.5,100%,3.2
Paula Voos,Labor Studies,3.9,50%,3.4
Judy Postmus,Social Work,4.1,N/A,3
Mohsen Jafari,Engineering,2.8,N/A,3
Timothy Power,Classics,4.3,63%,2.3
Carla Nappi,History,4.2,N/A,2.6
Harry Furman,History,4.3,N/A,2.4
Burke Stinson,Communication,3.4,N/A,2.3
Luca Morino,Anthropology,2.3,N/A,4.3
David Bensman,Labor Studies,2.6,67%,2.6
Kathleen Ray,Social Work,4.5,100%,2.5
Erhan Deniz,Engineering,4.5,N/A,2.3
Sheavon Mason,French,4.0,N/A,3.3
Matthew Ferguson,American Studies,4.6,N/A,2.7
Daniel Altshuler,Linguistics,5.0,N/A,2.6
Sarah Ligon,English,3.3,N/A,3.5
Lee Simon,Cell Biology & Neuroanatomy,2.2,N/A,4.2
Letizia Schmid,English,4.8,N/A,2.2
Jeff Keefe,Labor Studies,3.6,100%,3.7
Christine Hamm,Writing,3.5,100%,3.9
John Kucich,English,4.6,100%,3
Regina Marchi,Journalism & Media Studies,3.5,50%,3
Emily McDonald,Anthropology,4.8,N/A,2.5
Yee Chiew,Engineering,4.5,75%,3.5
Soumyanetra Munshi,Economics,4.5,N/A,4
Andrea Collard,English,1.8,N/A,4.5
Lydia Louis,Biology,4.9,N/A,2.2
Kevin McQueeney,Political Science,3.4,0%,2
Dave Andersen,Political Science,4.8,N/A,1.9
Pierre Joseph,Accounting,5.0,N/A,3.5
Hae Chang Gea,Engineering,3.4,N/A,2
Geoff Anders,Philosophy,4.8,N/A,3
Marie Josephine Diamond,French,4.0,N/A,1.3
Jordan Aubry,English,4.9,N/A,2.6
Jesse Hoffman,English,3.8,N/A,2.8
Martha Withjack,Geology,4.5,N/A,2.3
Michael Burtha,Not Specified,4.7,N/A,1.7
R Sherrell,Geology,3.4,N/A,3.5
Mary Ann Mastrolia,Italian,4.1,N/A,2.3
Bahman Kalantari,Computer Science,2.3,34%,3.8
Craig Scott,Communication,3.5,59%,3.6
Douglass Bergman,Physics,2.4,N/A,3.1
Stan Arzulowicz,Mathematics,4.7,N/A,1.9
Greer Burroughs,Education,3.1,N/A,2.5
Ruth Anne Koenick,Women's Studies,4.1,100%,1.9
Claudine Metallo,Italian,4.8,N/A,1.3
Connie Venis,Spanish,4.5,N/A,1
Carlos Decena,Women's Studies,4.2,N/A,2.8
Edna Bryn-Noiman,Hebrew,3.1,N/A,3.9
William Debuvitz,Physics,4.7,N/A,2.2
Ted Weaver,French,4.6,N/A,1.6
Kaan Ozbay,Engineering,3.1,100%,4
Marcio Gameiro,Mathematics,3.2,50%,3.7
Rebecca Pressman,Library & Information Science,2.8,N/A,3
Susan Schweitzer,Linguistics,4.7,N/A,1.6
Steve Decker,Meteorology,4.3,100%,2.7
Larry Swanzer,Economics,4.8,N/A,1.5
Cynthia Kreisel,History,3.8,N/A,3
Kimberly Carpenter,Psychology,2.7,N/A,3.1
Ashley Falzetti,Women's Studies,4.3,N/A,2.4
Kevin Allred,Women's Studies,4.5,100%,1.4
Christopher Iannini,English,4.3,89%,1.8
M Ali,Labor Studies,3.9,100%,2.6
Stephen Westfall,Art & Design,2.8,N/A,2
Tulikaa Bhatia,Marketing,3.4,N/A,2.1
R. Pantozzi,Education,3.0,N/A,2.3
James O'Kelly,Education,3.3,100%,3.2
Jeffrey Zahn,Engineering,3.1,100%,3.8
Chad Loewen-Schmidt,Comparative Literature,4.7,N/A,2.5
Dave Boffa,Art History,4.4,N/A,1.9
Nat Clymer,Journalism & Media Studies,3.8,0%,2
N Fitzgerald,Nutrition,5.0,N/A,3
Monica Mazurek,Environmental Science,2.5,100%,3
Kathleen Lapenta,Italian,2.9,N/A,3
Jerald Goldstein,Communication,2.6,N/A,3.1
Laurie Lewis,Communication,2.5,0%,2.9
Sandra Kneller,English,2.5,N/A,4.4
Cyril Coumarbatch,Mathematics,4.9,N/A,1.7
Corinne Moss-Racusin,Psychology,4.6,N/A,2.9
Perumalsamy Balaguru,Engineering,4.4,100%,3
M Tortorella,Statistics,1.0,N/A,3
Ben Dworkin,Political Science,4.8,100%,1.7
Ignacia Perugorria,Sociology,3.1,N/A,4
Kristy Vanmarle,Psychology,4.5,N/A,2.3
Gayle Stein,Information Technology,2.2,N/A,3.9
Eugene Speer,Mathematics,3.9,20%,3.8
Ionas Rus,Political Science,4.2,N/A,1.7
Richard Nisa,Geography,3.9,N/A,2.5
Susannah Fisher,Art History,4.8,N/A,3.2
Elaine Edelman,Social Work,5.0,N/A,2.7
Kristina Denisova,Psychology,1.4,N/A,4.5
Marion Israel,Social Work,3.3,100%,4.3
D. Denhardt,Cell Biology & Neuroanatomy,4.3,N/A,2.5
Jason Grabosky,Landscape Architecture & Regional Planning,4.9,100%,2
Yasuko Hawalka,Japanese,0.0,N/A,0
N. Andrew Peterson,Social Work,4.8,N/A,2.2
. Pepe,Social Work,3.9,N/A,2.3
James Fedor,Social Work,3.5,N/A,3.5
Jennifer Czerniawski,Psychology,4.5,N/A,2
Paul Mriduchhanda,Economics,2.9,N/A,2.3
Dina Nekrassova,Communication,3.6,N/A,2
Annie King,English,4.8,96%,2.3
Ben Ogden,English,4.0,N/A,3.5
Roberto Nicosia,Languages,4.5,N/A,2.1
Sarah Rodgers,Writing,3.9,N/A,3.3
Nina Redl,Judaic Studies,5.0,N/A,3
Chris West,Political Science,2.0,N/A,4
Leslie Dacosta,Mathematics,4.4,100%,2
Dave Talaga,Chemistry,1.0,N/A,5
Rolando De Aguiar,Anthropology,4.9,N/A,2.7
James Swenson,French,3.3,N/A,3
Suparna Sinha,Education,2.5,0%,3.3
Carolyn Craig,Political Science,3.0,N/A,2.7
Benedicte Thieberger,French,3.9,N/A,3.3
David La Puma,Ecology & Evolutionary Biology,5.0,N/A,2
Reuven Lirov,Biology,3.2,N/A,2.3
David Papp,Operations Management,1.3,0%,4.3
John Pescatore,Biology,3.4,17%,2.1
Alkis Constantinides,Engineering,3.4,N/A,3.8
Jocelyn Deangelis Williams,Communication,3.9,N/A,2.8
Julian Avery,Biology,4.1,N/A,2.2
Kate Magsamen,Communication,3.3,0%,2.5
Bernard Rosenberg,Communication,5.0,N/A,1.4
Jessica Good,Psychology,5.0,N/A,2
Sara Angevine,Women's Studies,4.6,N/A,2.4
Kandice Rawlings,Art History,3.2,N/A,4
Carrie Coffield,Psychology,4.3,N/A,2
Natalie Obrecht,Psychology,3.5,N/A,2.5
Steve Wiggins,Religion,4.9,N/A,1.7
Paulette Sears,Dance,2.3,N/A,3.8
Bonnie Brooks,Mathematics,3.0,N/A,2.3
Ann Ilan Alter,English,3.6,100%,3
Karen Stein,Sociology,3.6,N/A,2.6
Ji Young An,Nursing,3.6,N/A,3.4
Neha Gondal,Sociology,3.1,N/A,3.7
Gabriella Miyamoto,Art History,3.8,N/A,3
Stacie Vourakis,English,3.9,N/A,4.2
Gregory Wallace,Religion,4.7,N/A,1.6
Mary Nagy,Communication,4.4,N/A,1.7
Henya Grossman,Psychology,3.8,N/A,3
Justin Ligi,English,3.9,N/A,3.2
Jeff McMahan,Philosophy,4.4,100%,2.6
Katharine Woodhouse-Beyer,Anthropology,4.2,N/A,2.9
Carl Shu-Ming Lin,Economics,4.2,N/A,1.4
Kathy Connolly,Nursing,5.0,N/A,1.5
Nicholas Agnoli,Engineering,4.7,N/A,3.7
Ning Jing,Chinese,4.6,N/A,2.1
Steve Medlar,Engineering,5.0,N/A,1.3
Lion Gardiner,Biology,3.0,N/A,4.5
D Goldstein,Anthropology,4.1,N/A,2.2
Matthew Fox,Classics,3.9,100%,2.5
Tian Sun,Chemistry,4.6,N/A,1.9
Hussein Hanafi,Engineering,2.9,N/A,4.7
Jonathan Alger,Political Science,2.8,N/A,4.2
Dana Karlin,Social Work,5.0,100%,1.9
Liz Amaya-Fernandez,Public Health,3.7,50%,1.7
Priscilla Becker,Creative Writing,3.3,N/A,2.3
Michael Mohammed,English,5.0,N/A,2
Shen Yeniyurt,Marketing,4.4,100%,2.2
Shahid Rashid,Mathematics,3.8,N/A,3.1
Edmond Lavoie,Chemistry,3.8,0%,4
Mary L. Wagner,Pharmacy,2.5,100%,4
Jesus Rodriguez,Mathematics,4.0,N/A,3.6
Tianling Jin,Mathematics,4.8,N/A,1.5
Lionel Wynter,English,4.2,50%,3
Erica Fields,Criminal Justice,4.0,N/A,2.6
Marcie Bianco,English,4.7,N/A,3.3
Christopher Clark,German,3.8,N/A,2
Marcello Antosh,Philosophy,4.7,80%,1.8
Joseph Heckman,Agriculture,4.7,N/A,2.7
Young Ju Lee,Mathematics,3.6,N/A,2.7
Richard McLean,Economics,5.0,100%,4.4
Erica Katz,Social Work,4.4,100%,2.4
Dan Moran,English,4.7,100%,3.6
Hamid Abdeljaber,Political Science,4.1,100%,2.1
Wei-Ju Chen,Engineering,3.5,N/A,3
. Barr,Genetics,3.6,100%,2.5
Leslieann Hobayan,Comparative Literature,3.1,56%,3.2
Raymond Rossi,Business,3.0,N/A,3.9
Rachel Sherman,Creative Writing,3.1,58%,2.2
Diana Boros,Political Science,4.6,N/A,2.1
Andrea Barra,Sociology,4.6,N/A,1.9
Anders Buch,Mathematics,2.9,0%,3.5
Jessica Chisholm,Music,3.2,N/A,4.7
Regina Riccioni,Education,4.2,34%,2.8
Debotri Dhar,Women's Studies,3.9,N/A,2
Lydia Harris,Information Science,2.0,N/A,4.5
Kathleen Shea,Classics,3.5,N/A,2.5
Karen Lewis,Philosophy,3.3,N/A,3
Lynn Festa,English,3.8,100%,3.8
T Birkenholtz,Geography,4.7,N/A,2.9
Eva Halkiadakis,Physics,3.6,75%,2.4
Srinivasa Puranam,Statistics,3.9,N/A,1.8
Dana Korin,Education,3.3,N/A,3.5
Iskander Ziyatdinov,Physics,3.5,N/A,2.5
James Simmons,Philosophy,4.7,N/A,2.4
Rebecca Walkowitz,English,4.5,N/A,3.7
Tikola McCree,Dance,4.2,N/A,3
Shruti Devgan,Sociology,4.3,75%,1.8
Leslie Rapparlie,English,3.2,50%,2.8
T. Gezmu,Public Health,3.9,100%,2.8
Joseph Boyle,Education,4.2,N/A,2.6
Brent Young,Mathematics,4.4,N/A,2.8
Yao Zhao,Operations Management,4.0,N/A,2.7
Robert Rothberg,Marketing,4.5,100%,3.5
Shawn Arent,Exercise & Sport Science,3.2,27%,3.7
Brook Stanton,English,4.8,N/A,2.4
Lihn Tran,Mathematics,3.6,N/A,3
Liuling LI,Economics,2.3,N/A,3.9
Vinod Ganapathy,Computer Science,3.9,100%,4
Liviu Iftode,Computer Science,3.1,N/A,4.1
Roderich Tumulka,Mathematics,4.3,100%,2.8
William Esper,Theater,3.3,N/A,3.5
Joe McManus,Management,4.5,N/A,4
Nathan Yee,Geology,4.9,100%,1.8
Sergey Toymentsev,Comparative Literature,3.0,0%,2.8
Hamid Abdel-Jaber,Political Science,4.4,0%,2.4
Ljubomir Milanovic,Art History,3.0,N/A,3.3
Benjamin Fisher,Writing,3.7,N/A,3.8
Nimv Njoya,Political Science,3.4,N/A,3.5
Richard Lally,Social Work,3.8,N/A,2.5
Nick Belkin,Information Science,1.8,0%,3.8
Martina Saltamacchia,History,4.4,N/A,2.4
Stephen Merritt,Anthropology,2.1,N/A,4.1
George Hamilton,Entomology,4.3,50%,1.3
Salvatore Pappalardo,Comparative Literature,4.7,N/A,2.4
Songyun XU,Mathematics,1.8,N/A,4.3
Naomi Shapiro,Mathematics,3.8,N/A,2.6
Rachel Zaslow,Women's Studies,4.6,N/A,2.9
Jess Arndt,Creative Writing,4.7,N/A,1.8
Rita Plotkin,Mathematics,1.9,N/A,4.1
Anthony Solari,Political Science,5.0,100%,2.8
Cliff Zukin,Education,5.0,N/A,4
John Paitakes,Criminal Justice,3.3,N/A,2
Jia Qiu,Chinese,4.3,N/A,3
Brian Weatherson,Philosophy,2.8,N/A,3.8
Dan Walchuk,Economics,4.0,N/A,3
Sarah Granett,Art & Design,1.3,0%,2.5
Sharon Kinsey,Leadership & Organization,3.9,100%,1.7
Eddy Portnoy,Judaic Studies,4.4,N/A,2.3
Laura Weigert,Art History,1.9,34%,3.9
Renee Edwards-Wilson,Psychology,1.0,N/A,1
Yoon Cho,Political Science,2.2,N/A,3.7
Melissa Higgens,Social Work,4.6,N/A,2.4
Rhonda Hackworth,Music Education,4.0,N/A,3.3
Stevie Watson,Marketing,3.2,N/A,3.9
Ashley Conway,Labor Studies,3.8,70%,2.5
Frank Carle,Entomology,4.9,100%,2.6
Tanya Sheehan,Art History,4.3,N/A,3
Delia Balite,Japanese,4.6,N/A,2.7
Kim Sels,Art History,2.9,N/A,3.8
Dale Haidvogel,Marine Sciences,1.2,N/A,5
A Algee-Hewett,English,4.5,N/A,2
Geoffrey Williams,Economics,3.7,N/A,2.9
S Heller,English,4.7,100%,1.3
Elizabeth Oldfather,English,3.6,N/A,3.6
Bill Irvine,Mathematics,1.9,N/A,4
Thea Renda Abu El-Haj,Education,3.0,100%,4.8
Carley Fisher-Maltese,Education,3.9,N/A,2.5
Elizabeth Ravit,Environmental Science,3.2,100%,3.1
Gregory Ellermann,English,3.8,N/A,3
Justin Taylor,English,4.5,N/A,2.6
Lauren Neitzke,Geology,4.3,N/A,2.1
Sanj Bhuyan,Agriculture,4.2,N/A,4.7
Andrew Tjang,Computer Science,4.4,92%,3
Gabriel Bouch,Mathematics,5.0,N/A,3.3
Marika Dunn,Political Science,5.0,N/A,1.5
Heather Nofziger,Psychology,4.0,N/A,2
Emily Birx,English,4.5,N/A,3.1
Andrew Spath,Political Science,4.3,100%,2.8
James Jeffers,Geography,4.3,N/A,2.5
Tarek Kahlaoui,Art History,2.0,0%,3.5
Peter Valenti,History,4.5,N/A,2.7
Bruce Rights,Information Science,2.4,N/A,4
Ulla Berg,Anthropology,4.1,100%,2.6
Carol Boyd,Social Work,4.8,N/A,3
Daniela Sharma,Animal Science,4.9,N/A,1.5
Luis Medina,Mathematics,4.7,N/A,2.6
Karen Campbell,Information Science,3.6,N/A,2.9
Christopher Peery,Computer Science,4.8,N/A,2.8
Rick Fair,Accounting,4.6,N/A,2.6
Shigeto Kawahara,Linguistics,4.0,N/A,3
Carlton Sapp,Social Work,2.3,N/A,4.5
Luvell Anderson,Philosophy,2.9,0%,3.3
M. Paul,Economics,2.7,N/A,2
Amanda Warnock,History,2.5,N/A,2.6
Paul Blocklyn,English,4.3,N/A,1
Patricia Young,Political Science,2.7,N/A,3.1
Leanne Dickson,Psychology,2.4,0%,3.9
Elizabeth Gough-Gordon,Journalism & Media Studies,4.7,N/A,2.3
Alexander Amati,Finance,3.1,89%,3.8
Andrea Hetling,Urban Studies,4.8,100%,2.5
Arthur Cohen,Statistics,3.1,N/A,2.1
Joseph Rosenstein,Mathematics,3.7,N/A,3.8
Melinda Moy,Biotechnology,4.0,N/A,1
Jeffrey Boase,Communication,4.7,N/A,1.8
Beth Binde,Information Science,3.8,100%,2
Aaron Watters,Information Science,3.3,N/A,2.3
William Slinger,Spanish,4.1,N/A,2.6
Gerard Cilente,Psychology,2.3,0%,3.4
Omar Haq,Chemistry,4.0,N/A,4.3
S Stevens,Psychology,3.4,0%,2.9
Sari Ruskin,Theater,5.0,N/A,1
Mor Naaman,Information Science,3.9,N/A,1.9
Debra Keller,Dance,2.8,N/A,2.3
Blase UR,Engineering,3.2,N/A,3.3
Kyoko Oonishi,Japanese,3.4,N/A,2.3
Dario Galuzzo,Italian,4.1,N/A,2.1
Maria Paradiso,Social Work,4.2,N/A,2
Andrew Galinsky,English,1.8,100%,4.2
Stephanie Andre,English,2.8,N/A,5
David Buchta,Asian Studies,4.7,N/A,2.7
Phaedra Daipha,Sociology,3.5,100%,2.6
Jonathan Clancy,Art History,4.2,N/A,3.8
Ronald Gilman,Physics,2.2,N/A,3.5
James Delbourgo,History,3.9,86%,3.2
Bert Goldberg,Social Work,4.6,N/A,2.8
Haruhiko Shimizu,Economics,2.5,N/A,3.6
Patricia Wilson,Psychology,4.1,N/A,2.5
Devin O'Neal,German,4.7,N/A,2
Rosemary Moore,English,1.8,N/A,3.6
Shiyu Zhou,Computer Science,2.0,34%,3.3
Mary McGriff,Education,3.1,N/A,2.6
J Higer,Political Science,4.6,N/A,2.3
Sergio De Biasi,Computer Science,4.8,N/A,2.8
Gail M. Ashley,Science,2.5,N/A,5
Wendy Jaeger,Anthropology,2.8,N/A,4
David Britz,Mathematics,2.3,N/A,3.8
Rick Ramstetter,Computer Science,4.8,N/A,3.5
Michael Bateman,Sociology,3.7,100%,2.5
Jorge Marcone,Comparative Literature,4.6,100%,2.5
R Pistone,Writing,4.3,84%,2.5
Tsvetelina Yordanova,Writing,3.6,N/A,1.8
Paul Zeik,Communication,4.8,N/A,1.5
Ying Sun Tombler,Economics,3.6,N/A,2.5
Rochel Gelman,Psychology,4.0,N/A,2
Jennifer Rowsell,Education,4.5,N/A,1
Jill Perez,Education,5.0,N/A,2.2
Paul Bielecki,English,4.5,100%,1.5
Stella Capoccia,Geography,3.8,N/A,2.4
Santanu Chakrabarti,Communication,2.7,N/A,3.9
Carolina Gonzalez,Spanish,2.8,N/A,2.2
Wesley Pegden,Mathematics,5.0,N/A,4
Diep Duong,Economics,3.0,N/A,2.8
Mark Major,Political Science,4.4,N/A,2.6
Ellen McCann,Criminal Justice,4.6,N/A,2.1
William Cahill,Education,3.3,N/A,3.3
Arnold Hyndman,Leadership & Organization,2.1,67%,3.4
Alexis Merdjanoff,Sociology,5.0,100%,1.7
A Harper,Philosophy,4.9,N/A,2.6
T Campbell,Philosophy,4.3,N/A,3.3
Ebru Isgin,Economics,4.8,N/A,1.8
Jennifer Nado,Philosophy,5.0,N/A,3.7
. Greene,Philosophy,4.7,N/A,3
Mary Barnard,Literature,4.0,N/A,2
Michael McMahon,Social Work,1.5,N/A,3
Scott Schneider,Mathematics,5.0,N/A,1
H Kim,Economics,2.9,N/A,3.1
Judith Baer,Social Work,2.0,N/A,3
Tamara Musumeci-Szabo,Psychology,4.5,100%,2
Rachel Schnepper,History,4.0,N/A,2.5
Carly Steinborn,Art History,1.0,N/A,5
KE Wang,Mathematics,4.5,N/A,1.3
Lewis Maltby,Labor Studies,1.8,N/A,3
Erin Heidt-Forsythe,Political Science,3.9,N/A,3
Sarah Goldfarb,English,3.1,N/A,3.6
Weilin Huang,Environmental Science,3.0,N/A,3.7
Kelly Lovejoy,Spanish,4.6,N/A,1.8
Patrick Houghton,Linguistics,3.5,N/A,2.5
Peter Golden,History,4.4,N/A,3
Manuel Betancourt,English,2.6,0%,3.6
Nika Hedges-Farley,Women's Studies,2.5,N/A,3.7
Michael Imerman,Finance,5.0,N/A,3
